Code;Nom;Type-de-retenue;Région;Département;Commune;Rivière;Date-construction;Lat;Lon;Lat. barrage;Long. Barrage;Lat. retenue;Long. Retenue;hauteur (m);Volume_Mm3;superficie_ha;Sbassin amont (km²);altitude_mNGF;Maitre-ouvrage_exploitant;Usages
62;Boues (Sere-Rustaing);à déterminer;Occitanie;Hautes-Pyrénées;Lamarque-Rustaing;Boues;1991;43,2692;0,300556;;;;;15,7;2,02;36,36;14,25;351;Gestion CACG;Hydroélectricité
63;Bouillouses;"Retenue ""classique""";Occitanie;Pyrénées-Orientales;Angoustrine-Villeneuve-des-Escaldes;Têt;1910;42,5603;2,00111;42,560135;2,001168;42,563249;1,999044;17,5;17,33;140;28,1;2016;EDF;Hydroélectricité
66;Bournos;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Bournos;Geez;2006;43,4497;-0,408056;43,449814;-0,408223;43,448724;-0,407107;16;0,37;6,9;?;210;Asa Irrigation De Bournos;Irrigation
70;Brichette;à déterminer;Nouvelle Aquitaine;Lot-et-Garonne;Saint-Caprais-de-Lerm;Brichette;1995;44,2209;0,766095;;;;;12,5;0,45;10;3,4;100;Asa Arrosage Des Coteaux De Beauville Puymirol;Alimentation en eau
71;Brienne;à déterminer;Occitanie;Aveyron;Luc-la-Primaube;Brienne;2003;44,3067;2,54278;;;;;13,5;0,45;10,5;6;629;EDF;Hydroélectricité
72;Brunet;à déterminer;Occitanie;Tarn;Sorèze;Dourdou;1989;43,4792;2,05306;;;;;15;1,4;22,53;2,3;226;Asa Du Bas De La Montagne Noire;Irrigation
73;Bujaleuf;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Haute-Vienne;Bujaleuf;Maulde;1962;45,8025;1,61444;45,802533;1,614307;45,802936;1,615975;17;2,88;70;427;328;?;Hydroélectricité
75;Bure;"Retenue ""classique""";Occitanie;Haute-Garonne;Poucharramet;Bure;1987;43,4158;1,15972;43,41566;1,159719;43,415317;1,156543;16;4;60;30;229;SHEM / Gestion CACG;Hydroélectricité / irrigation
76;Cabournieu;"Type ""classique""";Occitanie;Gers;Monpardiac;Cabournieu;1989;43,4611;0,237222;;;;;15,0;1,5;25,9;6,65;208;Si De Real Du Laus Et Cabourni;Irrigation
79;Cadillon;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Cadillon;Lisau;1972;43,5167;-0,1475;43,516812;-0,147516;43,514976;-0,145671;15;0,9;18;5,7;215;Si De La Vallée Des Lées;Irrigation / Loisirs
80;Caillaouas;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Loudenvielle;Neste De Caillaouas;1940;42,7206;0,443611;42,720711;0,443403;42,720892;0,445174;19;6;47;6,7;2160;SHEM;Hydroélectricité
82;Cambous;à déterminer;Occitanie;Gard;Branoux-les-Taillades;Le Gardon d'Alès;1957;44,2333;3,98666;44,233332;3,986638;44,234539;3,984535;25;1;19;124;231;Commune De Carcassonne;Loisirs/Irrigation/Alimentation en eau
83;Cammazes;"Retenue ""classique""";Occitanie;Tarn;Cammazes;Sor;1958;43,4069;2,09556;43,407514;2,095576;43,405192;2,095716;70;18,8;90;30;569;institution des eaux de la montagne noire;eau potable/irrigation/soutien étiage
84;Campauleil;à déterminer;Occitanie;Ariège;Orgeix;Oriège;1941;42,7111;1,8525;;;;;15,8;0,2;4,7;?;?;EDF;Hydroélectricité
85;Candes 2;à déterminer;Occitanie;Lot;Comiac;Candes;1967;44,9525;1,97694;;;;;40;1,8;16;20;446;Asa De La Baisole;Irrigation
86;Cap de Long;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Aragnouet;Neste de Couplan;1952;42,8231;0,1425;42,823251;0,142616;42,822398;0,139541;85;63;160;10,6;2161;EDF;Hydroélectricité
88;Castenau (évacuateur);"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Castelnau-de-Mandailles;Lot;1948;44,5117;2,87222;44,505753;2,874105;44,508779;2,871294;17;25;218;1593;417;EDF;Hydroélectricité
89;Castelnau Lassouts;"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Lassouts;Lot;1948;44,5056;2,87417;44,505772;2,87412;44,507868;2,87249;52,2;40,82;218;1593;417;Conseil Départemental Du Gard / Dodin Sa;Crues
90;Castelvieil;retenue sèche (crues ou abandonnée);Occitanie;Haute-Garonne;Bagnères-de-Luchon;La Pique;1960;42,763;0,61;42,763095;0,609948;42,762894;0,609948;18,0;0,035;sec - sédiments;84;751;Etat / ONF exploitant;Crues
92;Castillon du tourmalet;à déterminer;Occitanie;Hautes-Pyrénées;Bagnères-de-Bigorre;Adour Du Tourmalet;1947;42,9203;0,189167;42,920433;0,189055;42,920052;0,189001;19,7;0,08;1,7;?;1540;Commune De Cenne-monesties;Alimentation en eau/Irrigation/Hydroélectricité
93;Castillon sur Lez;à déterminer;Occitanie;Ariège;Castillon-en-Couserans;Lez;1970;42,9142;1,02833;42,91422;1,028274;42,912688;1,027287;28;0,49;7;220;533;EDF;Hydroélectricité
94;Causse Corrézien;"Retenue ""classique""";Nouvelle Aquitaine;Corrèze;Saint Cernin de Larche;Couze De Chasteaux;1976;45,093;1,4318;45,093072;1,431911;45,092451;1,434228;10,45;2,55;75;73,8;125;?;Activités touristiques
95;Cavayère;à déterminer;Occitanie;Aude;Carcassonne;Bazalac;1988;43,1869;2,41917;43,187084;2,419168;43,18552;2,419017;26;1,35;19;10,3;143;Asa De Montaigu De Quercy;Irrigation
96;Cenne Monestiés;à déterminer;Occitanie;Aude;Villemagne;Le Lampy;?;43,3467;2,12;;;;;22;0,137;1,5;30,7;281;?;Hydroélectricité
98;Ceyrac;manque information;Occitanie;Gard;;;;;;;;;;;;;;;;
102;Chammet;"Retenue ""classique""";Nouvelle Aquitaine;Corrèze;Peyrelevade;Chandouille;1951;45,7211;1,98806;45,721103;1,987763;45,721612;1,991454;17;6,75;100;102;719;?;Hydroélectricité
104;Champsanglard;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Creuse;Anzême;Creuse;1985;46,2608;1,87694;46,260673;1,876938;46,260402;1,878655;19,5;4,2;55;1050;302;?;Hydroélectricité
109;Charpal;"Retenue ""classique""";Occitanie;Lozère;Laubert (Mende);Colagne;1994;44,6244;3,56111;8,25;195;;Alimentation en eau / Hydroélectricité;;8,25;195;;;Ville de Mende;eau potable
111;Chastang;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Corrèze;Servières-le-Château;Dordogne;1951;45,1519;2,01;45,151934;2,010053;45,153901;2,010611;79;187;710;4127;264;EDF;Hydroélectricité
113;Château l'Evêque;"Type ""classique"" végétation arborée";Nouvelle Aquitaine;Dordogne;Château-l'Évêque;;;45,2422;0,668333;45,242176;0,668408;45,242373;0,6677;15,0;0,2;1,68;;;SEAT;
117;Chaumettes;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Corrèze;Roche-le-Peyroux;Diege;1927;45,4422;2,37278;45,442126;2,372527;45,442525;2,371368;33;7,45;75;485;550;?;Hydroélectricité
121;Chezelles;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Creuse;Bourg-d'Hem;Creuse;1984;46,2814;1,83472;46,281595;1,834767;46,281091;1,835856;19,8;1,2;23;1090;277;?;Hydroélectricité
123;Choldocogaina;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Urrugne;Lessarte;1992;43,3231;-1,70778;;;;;35;0,85;11;2,8;255;Communauté De Communes Du Sud Pays Basque / Lyonnaise Des Eaux;Alimentation en eau
130;Comberouger;à déterminer;Occitanie;Tarn-et-Garonne;Comberouger;Tessone;1982;43,8811;1,06999;43,881322;1,070109;43,879652;1,068435;15;1,2;25;8,4;194;CACG;Irrigation
131;Confolent;à déterminer;Nouvelle Aquitaine;Creuse;Felletin;Creuse;1927;45,9247;2,16611;;;;;31;4,69;39;200;487;?;Hydroélectricité
132;Conqueyrac;retenue sèche (crues ou abandonnée);Occitanie;Gard;Conqueyrac;Le Vidourle;1982;43,9511;3,92819;43,951311;3,928449;43,952199;3,92743;17;11,8;xx275;83;126;EDF;Hydroélectricité
138;Coudures;à déterminer;Nouvelle Aquitaine;Landes;Coudures;Estela;1992;43,6889;-0,499167;43,689009;-0,498878;43,686961;-0,498449;19,5;1;15,5;2,5;104;?;Irrigation / Alimentation en eau
139;Couesque;"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Campouriez;La Truyère;1950;44,6964;2,58528;44,696142;2,585524;44,699306;2,587037;65,6;56;260;2752;255;EDF;Hydroélectricité
141;Couze de Venersal;à déterminer;Nouvelle Aquitaine;Corrèze;Saint féréole;Couze De Venarsal;1944;45,1975;1,60028;;;;;28,5;0,75;8,2;36;194;?;Alimentation en eau
144;Crouzet;à déterminer;Occitanie;Tarn;Labastide-Rouairoux;Vertignol;?;43,4906;2,65122;;;;;18,5;0,142;2,32;3;706;EDF;Hydroélectricité
161;Escoubous;à déterminer;Occitanie;Hautes-Pyrénées;Barèges;Escoubous;1954;42,8778;0,115556;42,877484;0,115266;42,876713;0,115163;20;1,4;10;6,2;2041;Asa D'aménagement Foncier Du Canton De Montaigu;?
163;Etang;"Retenue ""classique""";Occitanie;Aveyron;Montézic;Le Planey;1981;44,7156;2,65444;44,716004;2,654379;44,718993;2,657898;31,5;33,6;xx232;16,8;705;EDF;Hydroélectricité
164;Etang de la prairie;à déterminer;Nouvelle Aquitaine;Haute-Vienne;Châteauneuf-la-Forêt;Prairie;1976;45,7169;1,59722;45,716892;1,597281;45,715918;1,598289;15,5;0,56;12;8,8;363;Commune De Chateauneuf-la-forêt;Loisirs
169;Etroit;à déterminer;Nouvelle Aquitaine;Creuse;Saint-Pierre-Chérignat;Le Taurion;1933;45,9894;1,59568;45,989494;1,595673;45,989434;1,59754;24,8;2,05;25;705;329;?;Hydroélectricité
170;Fabrèges;"Retenue ""classique""";Nouvelle Aquitaine;Pyrénées-Atlantiques;Laruns;Brousset;1947;42,8828;-0,401599;42,882806;-0,401595;42,882413;-0,400694;51;6,7;54;60;1241;SHEM;Hydroélectricité
172;Fargues;à déterminer;Nouvelle Aquitaine;Landes;Montgaillard;Labourdasse;1995;43,7369;-0,477222;;;;;18;1;15;3,95;84;?;Irrigation
173;Faux de la montagne;"Retenue ""classique""";Nouvelle Aquitaine;Creuse;Faux-la-Montagne;Dorat;1951;45,76606;1,93056;45,760857;1,930463;45,761246;1,932909;15,7;1,35;450;10,8;707;EDF;Hydroélectricité
174;Femouillade haute;à déterminer;Nouvelle Aquitaine;Lot-et-Garonne;Pujols;Laverniade;?;44,3756;0,662222;;;;;16;0,008;0,4;?;?;Gaec Du Laurier;?
177;Filhet;"Retenue ""classique""";Occitanie;Ariège;Mas-d'Azil;Filleit;1996;43,0706;1,39167;43,07038;1,391566;43,067982;1,391673;23,5;4,95;66;9,18;320;L’Institution interdépartementale pour la création et l’exploitation d’ouvrages de production d’eau brute en Ariège et en Haute Garonne;Irrigation/soutien d’étiage
178;Fleix;"retenue ""linéaire"" - fil de l'eau";Nouvelle Aquitaine;Haute-Vienne;Bujaleuf;Maulde;1961;45,8153;1,6525;45,815208;1,652421;45,817586;1,656348;17,9;2,72;40;281;338;EDF;Hydroélectricité
180;Fontbonne;à déterminer;Occitanie;Tarn;Sainte-Gemme;Ceret;1906;44,0881;2,21;;;;;15,5;1,25;14;32;306;EDF;Hydroélectricité
181;Fontbouysse;à déterminer;Occitanie;Lot;Saint-Cyprien;Monsembosc;1985;44,3194;1,27222;;;;;15;0,54;9,5;?;?;Commune De Monclar-de-quercy;Alimentation en eau/Loisirs
182;Fontet;à déterminer;Nouvelle Aquitaine;Lot-et-Garonne;Guérin;Fontet;?;44,4297;0,0644444;;;;;16;0,031;0,4;0,26;;Earl De Barri;?
186;Gabas;"Retenue ""classique""";Nouvelle Aquitaine;Pyrénées-Atlantiques;Eslourenties-Daban;Le Gabas;2007;43,29;-0,143056;43,290694;-0,142391;43,288086;-0,140331;27;20;213;?;361;CACG;Irrigation / Alimentation en eau / Loisirs
187;Gabassot;"Retenue ""classique""";Nouvelle Aquitaine;Pyrénées-Atlantiques;Garlin;Gabassot;2004;43,5514;-0,264167;43,551117;-0,264266;43,549834;-0,265114;19,5;3,2;40,4;?;159;CACG;Irrigation
189;Galage;à déterminer;Occitanie;Haute-Garonne;Sainte-Foy-de-Peyrolières;Galage;1986;43,4971;1,1311;;;;;10,7;1,1;28,5;9;238;Conseil Départemental Du Gard;Crues/Alimentation en eau/Irrigation/Loisirs
190;Galaube;"Retenue ""classique""";Occitanie;Tarn;Arfons;Alzeau;2000;43,4036;2,22611;43,403488;2,226375;43,404719;2,228735;34,3;8,05;65;21,4;723;institution des eaux de la montagne noire;navigation
191;Galens;"Retenue ""classique""";Occitanie;Aveyron;Soulages-Bonneval;La Selves;1967;44,6592;2,75556;44,659515;2,755561;44,659454;2,75665;18,5;2,3;490;67;830;EDF;Hydroélectricité
192;Ganet;à déterminer;Nouvelle Aquitaine;Lot-et-Garonne;Galapian;Labernede;1977;44,2931;0,429722;;;;;15;1;18,7;9,4;83;Asa Aiguillon Galapian Lagarrigue;Irrigation
193;Ganguise;"Retenue ""classique""";Occitanie;Aude;Gourvieille;Ganguise;2007;43,3283;1,78944;43,328048;1,79008;43,325301;1,795229;34;44,6;400;28,4;238;Conseil régional/BRL;Navigation/Irrigation
195;Garrabet;"retenue ""linéaire"" - vallée de rivière";Occitanie;Ariège;Mercus-Garrabet;Ariège;1985;42,8933;1,63083;42,893202;1,630632;42,892444;1,630552;37;3,4;44;1235;461;SHEM;Hydroélectricité
197;Geignes;à déterminer;Occitanie;Tarn;Maurens-Scopont;Geignes;?;43,5944;1,82889;;;;;16,2;1,075;17,7;6;200;EDF;Hydroélectricité
200;Gimone;"Retenue ""classique""";Occitanie;Gers;Saint-Blancard;La Gimone;1991;43,3375;0,68;43,337501;0,680021;43,335223;0,677489;29;25;230;40;271;EDF/ exploitation CACG;Irrigation/compensation évaporation Golfech
203;Gloriettes;à déterminer;Occitanie;Hautes-Pyrénées;Gèdre;Estaube;1952;42,7525;0,0502778;42,752825;0,050388;42,752114;0,049624;42,8;2,7;13,5;54;1667;EDF;Irrigation
204;Gnioure;"Retenue ""classique""";Occitanie;Ariège;Lercoul;Siguer;1950;42,7025;1,52889;42,702459;1,529286;42,700015;1,530122;68;28,4;70;18;1832;EDF;Hydroélectricité/soutien d’étiage/loisirs
205;Golinhac;"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Golinhac;Lot;1960;44,5783;2,63778;44,578604;2,637891;44,5781;2,638749;32,5;5,1;50;1905;312;?;Irrigation/Alimentation en eau
208;Goulours;à déterminer;Occitanie;Ariège;Ascou;La Lauze;1946;42,7233;1,88556;42,723095;1,885553;42,723529;1,886786;21,5;0,4;6,4;47;1081;Commune De La Romieu;Loisirs
209;Gour Noir;à déterminer;Nouvelle Aquitaine;Corrèze;Saint-Julien-aux-Bois;La Maronne;1946;45,0828;2,13917;;;;;38;5,2;37;630;370;EDF;Hydroélectricité
210;Gouyre;"Retenue ""classique""";Occitanie;Tarn-et-Garonne;Bruniquel;Gouyre;1989;44,0553;1,63833;44,055593;1,604951;44,053311;1,604393;19,5;3,4;61;22;129;ASAI Gouyre Tordre Gagnol;Irrigation
218;Gréziolles;à déterminer;Occitanie;Hautes-Pyrénées;Bagnères-de-Bigorre;Adour de garet;1952;42,8917;0,198333;42,891417;0,198362;42,890081;0,198179;29,3;4,4;20;7,2;2116;EDF;Hydroélctricité
223;Hagetmau Monségur;"Retenue ""classique""";Nouvelle Aquitaine;Landes;Hagetmau;Grabe;1991;43,6383;-0,575833;43,638272;-0,575857;43,636781;-0,573798;16;2,5;54,5;15,2;115;CACG;Irrigation / Alimentation en eau
226;Hautefage;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Corrèze;Sexcles;La Maronne;1958;45,0644;1,99861;45,064354;1,998551;45,065839;1,999323;51,75;27;115;755;250;EDF;Hydroélectricité
230;Itchoury;"Type ""classique"" végétation arborée";Nouvelle Aquitaine;Pyrénées-Atlantiques;Gabat;Itchoury;?;43,3794;-1,03922;;;;;16,0;0,2;2,82;?;?;?;Irrigation
231;Izourt;à déterminer;Occitanie;Ariège;Auzat;Arties;1940;42,6928;1,49722;42,69289;1,497238;42,689641;1,49771;42;7,9;33;14,9;1647;EDF;Hydroélectricité
232;Jeloseko;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Amorots-Succos;Jelosoko;2007;43,3525;-1,11333;43,352453;-1,113237;43,352141;-1,113827;18;0,225;3;2,3;129;?;Irrigation
236;Jouandet;à déterminer;Nouvelle Aquitaine;Landes;Parleboscq;Lasmoulette;1988;43,975;0,0469444;;;;;15,6;0,8;16;6,4;115;Asa Bassin Landais De La Gelise;Irrigation
238;La Jourdanie;"retenue ""linéaire"" - fil de l'eau";Occitanie;Aveyron;Broquiès;Tarn;1932;44,0181;2,71389;44,017835;2,713654;44,019693;2,714583;16,75;5,3;74;3161;256;EDF;Hydroélectricité
244;Laa;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Vielleségure;Larus;2001;43,3421;-0,685006;;;;;19,45;1,3;21;4,6;173;Asa Irrigation Du Laa;Irrigation
245;Labarre;à déterminer;Occitanie;Ariège;Foix;Ariège;1948;42,9961;1,61361;;;;;15;0,4;17,6;?;?;Commune De Saint-sardos;Loisirs / irrigation
247;Lampy;à déterminer;Occitanie;Aude;Saissac;Le Lampy;?;43,3972;2,17333;;;;;16,2;1,673;23,5;7,2;648;Voies Navigables De France;Navigation/Irrigation
250;Langleret;à déterminer;Nouvelle Aquitaine;Haute-Vienne;Bujaleuf;Maulde;1962;45,7961;1,59861;45,796354;1,59855;45,796537;1,601832;16,5;1,19;17,5;434;314;EDF;Hydroélectricité
251;Lanoux;"Retenue ""classique""";Occitanie;Pyrénées-Orientales;Angoustrine-Villeneuve-des-Escaldes;Font Vive;1962;42,5783;1,8975;42,578191;1,897507;42,579408;1,898301;42,5;70,7;170;14,9;2214;EDF;Hydroélectricité
252;Laouzas;"Retenue ""classique""";Occitanie;Tarn;Nages;vebre;1965;43,6342;2,75611;43,634598;2,755911;43,637984;2,756555;48;45,16;283;217;777;Conseil Départemental Du Gard;Crues
253;Laparan;à déterminer;Occitanie;Ariège;Aston;Aston;1985;42,6764;1,70333;42,67684;1,703022;42,6746;1,704396;76;15,7;38,5;34,8;1541;EDF;Irrigation / alimentation en eau
254;Laprade;"Retenue ""classique""";Occitanie;Aude;Cuxac-Cabardès;Dure;1984;43,4144;2,27861;43,414746;2,278221;43,418674;2,276289;27;8,8;89;12;773;Syndicat Mixte De La Bancalie / Compagnie Générale Des Eaux;Irrigation/Alimentation en eau/Loisirs
255;Lartige;à déterminer;Nouvelle Aquitaine;Haute-Vienne;Saint-Léonard-de-Noblat;La Maulde;1958;45,8075;1,53194;;;;;16;2,02;30;484;288;EDF;Hydroélectricité
258;Latrille;"Retenue ""classique""";Nouvelle Aquitaine;Landes;Latrille;Brousseau;1995;43,6408;-0,282778;43,641144;-0,282325;43,639156;-0,281746;15,5;2,4;42;13,4;156;CACG;Alimentation en eau / Irrigation
261;Lavaud;"Retenue ""classique""";Nouvelle Aquitaine;Charente;Saint-Quentin-sur-Charente;La Charente;1991;45,8261;0,685556;45,825958;0,685459;45,824344;0,687562;21;10;185;40;227;Conseil Départemental Charente;Alimentation en eau et Loisirs.
262;Lavaud gelade;"Retenue ""classique""";Nouvelle Aquitaine;Creuse;Royère-de-Vassivière;Le Taurion;1944;45,8567;1,95333;45,856793;1,953445;45,8568;1,955108;20,5;17,4;250;46;676;EDF;Hydroélectricité
263;Lavit de Lomagne;à déterminer;Occitanie;Tarn-et-Garonne;Montgaillard;Tison;1961;43,9492;0,890994;;;;;14;0,48;10,7;2,2;182;CACG;irrigation/loisirs
265;Lescouroux;"Retenue ""classique""";Nouvelle Aquitaine;Lot-et-Garonne;Soumensac;Lescouroux;1994;44,6647;0,347778;44,664263;0,347143;44,669024;0,348688;19;8,3;99,7;48;64;CACG;Irrigation / Alimentation en eau
266;Liaussac (Etang);"Retenue ""classique""";Occitanie;Aveyron;Montézic;Prat;1981;44,7258;2,64861;44,725854;2,648757;44,718993;2,657898;16,65;33,6;232;16,8;706;EDF;Hydroélectricité
268;Lizon;à déterminer;Occitanie;Hautes-Pyrénées;Orieux;La Lizonne;2006;43,2371;0,315833;;;;;18;1,6;22,25;?;401;Compagnie D’aménagement Des Coteaux De Gascogne;?
